caption,state
Can anyone else feel this deep sense of unease,Stressed
Carrying emotions I do not know how to express,Stressed
Carrying the weight of emotions I cant explain,Stressed
Echoes of laughter drowned in the sea of tears,Stressed
Feeling out of sync with everyone elses energy,Stressed
Finding beauty in the quiet strength of nature,Stressed
Finding beauty in the subtle changes around me,Stressed
Holding onto the memory of feeling truly alive,Stressed
I smile but even the mirror knows its not real,Stressed
Is it okay to just want to disappear sometimes,Stressed
Just taking a step forward no matter how small,Stressed
Just taking it one deliberate moment at a time,Stressed
Just trying to find a reason to get out of bed,Stressed
Just trying to find a small victory in the day,Stressed
Just trying to find my footing on shaky ground,Stressed
Searching for a light to guide me through this,Stressed
Searching for a sign that Im not alone in this,Stressed
Sending affectionate vibes to all my followers,Stressed
Sometimes the quietest battles are the loudest,Stressed
The constant effort of trying to appear normal,Stressed
A little bit of peace a whole lot of gratitude,Stressed
Empowered to make a difference in my community,Stressed
Enjoying this moment nothing more nothing less,Stressed
Feeling happy and grateful for this experience,Stressed
Finding joy in the everyday no pressure needed,Stressed
I just need five minutes of peacemaybe an hour,Stressed
I think I left my patience in another lifetime,Stressed
Juggling too many things dropping most of them,Stressed
Loneliness creeps in as the night grows colder,Stressed
Making today a day filled with good vibes only,Stressed
Mentally exhausted and still nowhere near done,Stressed
Mind racing heart pounding stress level rising,Stressed
My brain is screaming but all I can do is sigh,Stressed
Overflowing with adoration for my adorable pet,Stressed
Overflowing with gratitude for lifes blessings,Stressed
Overloaded overwhelmed and overdue for a break,Stressed
Serenity found in the pages of a favorite book,Stressed
Smiling on the outside spiraling on the inside,Stressed
So much noise in my head silence feels foreign,Stressed
Soaking in the beauty of an ordinary afternoon,Stressed
Someone remind me why I signed up for all this,Stressed
Sometimes even small things feel like too much,Stressed
The most peaceful days are the uneventful ones,Stressed
Theres peace in knowing exactly what to expect,Stressed
Tired of saying œIm fine when Im anything but,Stressed
Today feels like a regular chapter in my story,Stressed
Too tired to be productive too anxious to rest,Stressed
Barely functioning from one moment to the next,Stressed
Feeling completely lost and without any anchor,Stressed
Feeling grateful for the little things in life,Stressed
Feeling like Im a burden on everyone around me,Stressed
Fulfillment in completing a challenging puzzle,Stressed
Hope feels like a cruel and unattainable dream,Stressed
I see the world in color but it all feels gray,Stressed
Just trying to make it through the next minute,Stressed
Just wanting to feel something other than this,Stressed
No rush no fuss just enjoying life as it comes,Stressed
No will left to fight the overwhelming despair,Stressed
Nothing seems to offer any genuine distraction,Stressed
Silence is the only sound that truly resonates,Stressed
Smiling on the outside screaming on the inside,Stressed
Somewhere between here and there just floating,Stressed
The light within me has flickered and gone out,Stressed
All I need is a moment to catch up with myself,Stressed
Anxiety whispering all the worstcase scenarios,Stressed
Can someone turn down the volume on my anxiety,Stressed
Currently running on fumes and good intentions,Stressed
Even when I get things done I dont feel relief,Stressed
Feeling like theres not enough time in the day,Stressed
I dont even know what peace feels like anymore,Stressed
I tell myself Im okay but the words feel empty,Stressed
I want to take a break but my mind wont let me,Stressed
Im one minor inconvenience away from losing it,Stressed
If only my heart could be as light as my words,Stressed
If stress burned calories Id be a ghost by now,Stressed
Just navigating the fog of my overwhelmed mind,Stressed
Just trying to find a moment to breathe deeply,Stressed
Just trying to find a moment to collect myself,Stressed
Laughter fades quickly but the emptiness stays,Stressed
No matter what I do it never feels like enough,Stressed
No one sees how hard Im trying just to keep up,Stressed
Overwhelmed is an understatement at this point,Stressed
Some days I dont even recognize myself anymore,Stressed
Stress is the shadow that never leaves my side,Stressed
Stress is the unwanted guest that never leaves,Stressed
The weight of everything is crushing me slowly,Stressed
Theres no space in my mind for peace right now,Stressed
Trying to be strong but the cracks are showing,Stressed
Trying to hold onto the last threads of myself,Stressed
Walking without a destination but feeling home,Stressed
When sleep doesnt solve the exhaustion anymore,Stressed
Hoy solo acepto cosas buenas y mucha felicidad,Stressed
La felicidad se encuentra en las cosas simples,Stressed
Las mejores historias empiezan con una sonrisa,Stressed
Que la vida siempre me sorprenda con felicidad,Stressed
Las buenas vibras siempre encuentran el camino,Stressed
Que la vida te encuentre bailando de felicidad,Stressed
Cada trae una nueva oportunidad para ser feliz,Stressed
Haz que tu felicidad sea el reflejo de tu alma,Stressed
Nada brilla que una persona llena de felicidad,Stressed
Que tu felicidad sea el reflejo de tu gratitud,Stressed
Haciendo de cada una obra maestra de felicidad,Stressed
Vive el presente con amor y sin preocupaciones,Stressed
La clave para ser feliz es disfrutar el camino,Stressed
La felicidad en apreciar lo que tienes y ahora,Stressed
La vida es demasiado corta para no disfrutarla,Stressed
Disfruta el camino sin preocuparte por la meta,Stressed
La vida es un lienzo en blanco pinta felicidad,Stressed
La vida es demasiado corta para desperdiciarla,Stressed
Vive sin miedo y con muchas ganas de ser feliz,Stressed
Hoy es el mejor para hacer algo extraordinario,Stressed
La felicidad comienza con una actitud positiva,Stressed
Cada es una oportunidad para comenzar de nuevo,Stressed
A veces la calma es un refugio otras una jaula,Stressed
Dejando que las emociones fluyan sin juzgarlas,Stressed
Recordando que la tristeza es parte del camino,Stressed
Dejando que la se filtre aunque sea sutilmente,Stressed
Dejando que la creatividad fluya como un lento,Stressed
Buscando la claridad en los momentos de y duda,Stressed
Algunos son mejores pero otros pesan demasiado,Stressed
Quiero sentir algo que esta constante tristeza,Stressed
No es tristeza profunda pero tampoco felicidad,Stressed
A veces solo quiero dormir y no pensar en nada,Stressed
Siento que todo me cuesta el doble de esfuerzo,Stressed
Quiero llorar pero ni siquiera eso puedo hacer,Stressed
Dejando que la luz se filtre entre las sombras,Stressed
Buscando la belleza en los momentos de quietud,Stressed
Dejando que la creatividad sea un escape suave,Stressed
Aprendo a encontrar la belleza en lo cotidiano,Stressed
Me siento atrapado en mis propios pensamientos,Stressed
No quiero preocupar a nadie pero no estoy bien,Stressed
A veces siento que el mundo sigue adelante sin,Stressed
Buscando claridad en los pensamientos nublados,Stressed
La soledad se siente presente pero busco sutil,Stressed
Me esfuerzo por encontrar sentido en todo esto,Stressed
No si necesito un descanso o un nuevo comienzo,Stressed
Quisiera poder salir de este agujero emocional,Stressed
Me esfuerzo por ver lo positivo pero me cuesta,Stressed
de buscando claridad en mi interior para sanar,Stressed
Buscando momentos de humana para sentirme vivo,Stressed
A veces todo lo que quiero es dormir y olvidar,Stressed
Sigo buscando algo que me haga sentir completo,Stressed
La mente no para un torbellino de pensamientos,Stressed
Siento que voy a explotar en cualquier momento,Stressed
en equilibrio con mis fortalezas y debilidades,Stressed
Viviendo los momentos entre lo bueno y lo malo,Stressed
en paz y libre de resentimientos con el ligero,Stressed
fuerte y resiliente sin sentirme ni vulnerable,Stressed
Disfrutando de la y el arte con y en cada nota,Stressed
A veces la rutina es lo que nos da estabilidad,Stressed
Estable y seguro sin fluctuaciones emocionales,Stressed
Sin prisas sin pausas disfrutando del presente,Stressed
Disfrutando de un buen libro sin distracciones,Stressed
A veces lo mejor es simplemente estar presente,Stressed
Siento la en mis relaciones todo en equilibrio,Stressed
Siento la confianza que viene de confiar en mi,Stressed
No hay grandes lecciones hoy solo tranquilidad,Stressed
No todo tiene que ser perfecto para estar bien,Stressed
Siento la que viene de vivir con y significado,Stressed
Agradezco la calma que encuentro en la soledad,Stressed
Agradezco la claridad que me permite vivir con,Stressed
Agradezco la calma que trae la gratitud diaria,Stressed
No todo tiene que ser intenso para ser valioso,Stressed
Sin preocupaciones innecesarias solo serenidad,Stressed
Hoy no hay emociones extremas solo estabilidad,Stressed
No hay que buscar emociones intensas todos los,Stressed
No siempre hay que estar al 100 hoy estoy bien,Stressed
Estoy atrapado en una vida que no quiero vivir,Stressed
Estoy cansado de luchar contra mi propia mente,Stressed
Hoy el dolor es insoportable tal vez diferente,Stressed
La esperanza es una llama que se ha extinguido,Stressed
La felicidad es una estrella que se ha apagado,Stressed
La vida es un espejo roto que refleja mi dolor,Stressed
La vida sigue pero yo me estancado en el dolor,Stressed
Me esfuerzo en seguir pero cada paso es pesado,Stressed
Me siento como un barco a la deriva sin puerto,Stressed
Me siento como un espectador de mi propia vida,Stressed
Me siento como un espectador en mi propia vida,Stressed
Me siento como un fantasma en mi propio cuerpo,Stressed
Mi mente es un laberinto pero busco una salida,Stressed
Mi mente es un lugar en el que no quiero estar,Stressed
No quiero preocupar a nadie pero estoy cansado,Stressed
Tal vez solo tal vez hay un mejor que este hoy,Stressed
La esperanza es una semilla esperando florecer,Stressed
El silencio grita fuerte que cualquier palabra,Stressed
Perdido en la inmensidad de mi propia tristeza,Stressed
El sufrimiento se ha convertido en mi realidad,Stressed
Me siento atrapado en un limbo de desesperanza,Stressed
La mental me agobia necesito encontrar aliento,Stressed
Claridad mental ver cosas objetivas relaciones,Stressed
Mi cabeza llena de pendientes y preocupaciones,Stressed
Siento que el tiempo se me escapa de las manos,Stressed
Quiero llorar pero no tengo tiempo ni para eso,Stressed
Estoy perdiendo el equilibrio y no recuperarlo,Stressed
Quisiera dormir sin preocupaciones por una vez,Stressed
Mi mente nunca se apaga ni siquiera un segundo,Stressed
No relajarme cuando siempre hay algo pendiente,Stressed
Quisiera desconectar mi cerebro por unas horas,Stressed
No puedo permitirme descansar sin sentir culpa,Stressed
Todo se siente como una carga demasiado pesada,Stressed
Me aprender a soltar lo que no puedo controlar,Stressed
Me siento como un nudo que no se puede desatar,Stressed
